,id,전기요금(원),측정일시,요일,시간,분,전기요금(원)_보간,보간대상,전기요금(원)_보간_가중
31,32095,2701.102245025751,2024-12-01 08:00:00,6,8,0,582.8389426300766,True,567.092369995024
32,32096,2701.129229719233,2024-12-01 08:15:00,6,8,15,716.0342783205961,True,697.1436674163025
33,32097,2701.1593286194325,2024-12-01 08:30:00,6,8,30,569.1709429085461,True,517.0515702250004
34,32098,2701.162931451988,2024-12-01 08:45:00,6,8,45,620.5722816578983,True,622.5183478619173
35,32099,3271.322338228429,2024-12-01 09:00:00,6,9,0,1885.825834214726,True,1602.0107281925036
36,32100,5301.478848016331,2024-12-01 09:15:00,6,9,15,1752.3725584133908,True,1569.6366998919777
37,32101,5301.502398735353,2024-12-01 09:30:00,6,9,30,1793.6670087311968,True,1561.3661661976005
38,32102,5301.510375550458,2024-12-01 09:45:00,6,9,45,2060.690274348679,True,1568.6681092340707
39,32103,5498.4441842040815,2024-12-01 10:00:00,6,10,0,1753.4309813159898,True,1571.7044594176352
40,32104,5916.547353796059,2024-12-01 10:15:00,6,10,15,1882.9733958799643,True,1540.0972960684844
41,32105,5916.562349616879,2024-12-01 10:30:00,6,10,30,2240.501349311927,True,2086.5678045877544
42,32106,5916.567140757436,2024-12-01 10:45:00,6,10,45,2144.9245887249313,True,2329.303945755965
43,32107,6065.76049541021,2024-12-01 11:00:00,6,11,0,2372.0175895956636,True,2344.266716905836
44,32108,6065.761638806111,2024-12-01 11:15:00,6,11,15,1529.1278860806256,True,2132.5347254756543
45,32109,6065.759468407279,2024-12-01 11:30:00,6,11,30,1118.8863084289903,True,1539.8939606356964
46,32110,6065.756690190083,2024-12-01 11:45:00,6,11,45,1192.3521504940272,True,1525.9111723991386
47,32111,4372.073030585698,2024-12-01 12:00:00,6,12,0,1310.9354343588598,True,1848.5530416232912
48,32112,1498.090380230872,2024-12-01 12:15:00,6,12,15,1852.9146906506408,True,2177.5395080370445
49,32113,1498.0607637892942,2024-12-01 12:30:00,6,12,30,2034.5809696515632,True,1566.4487171427356
50,32114,1498.0612795892637,2024-12-01 12:45:00,6,12,45,1794.620048300611,True,1570.8504834993673
51,32115,3851.728206775872,2024-12-01 13:00:00,6,13,0,1815.583712013069,True,1732.6595911798124
52,32116,3851.753986213146,2024-12-01 13:15:00,6,13,15,2534.5131541213404,True,2444.049928647446
53,32117,3851.768832202791,2024-12-01 13:30:00,6,13,30,2160.31597895616,True,2402.012475418925
54,32118,3851.7740797286615,2024-12-01 13:45:00,6,13,45,2149.855394999015,True,2383.339596581298
55,32119,5495.975810908415,2024-12-01 14:00:00,6,14,0,2539.2000851394346,True,2433.958416803837
56,32120,5495.98987744812,2024-12-01 14:15:00,6,14,15,2152.9736930699482,True,2399.9003667813754
57,32121,5495.991907239594,2024-12-01 14:30:00,6,14,30,2148.210775768644,True,2391.477828427584
58,32122,5495.98706954036,2024-12-01 14:45:00,6,14,45,2466.947215491966,True,2393.4649596466043
59,32123,4900.99531260283,2024-12-01 15:00:00,6,15,0,2139.427215320192,True,2384.7780457075414
60,32124,4900.988344328118,2024-12-01 15:15:00,6,15,15,2123.910911659399,True,2357.5578345857925
61,32125,4900.982950443042,2024-12-01 15:30:00,6,15,30,2465.601366542011,True,2372.7395336146096
62,32126,4900.978893102718,2024-12-01 15:45:00,6,15,45,2143.1672780592057,True,2380.742327021258
63,32127,5147.304448932842,2024-12-01 16:00:00,6,16,0,2133.3907801803657,True,2364.873755917034
64,32128,5147.317862026826,2024-12-01 16:15:00,6,16,15,2506.1227944655184,True,2346.4890472308743
65,32129,5147.3181508783855,2024-12-01 16:30:00,6,16,30,2130.8080906563846,True,2333.176833194191
66,32130,5147.315724745826,2024-12-01 16:45:00,6,16,45,2145.511488442987,True,2361.04806080459
67,32131,2351.107450570628,2024-12-01 17:00:00,6,17,0,2500.508856068142,True,2345.110926307283
68,32132,2132.26119943732,2024-12-01 17:15:00,6,17,15,2120.233420205769,True,2325.4694197388408
69,32133,2132.275464713812,2024-12-01 17:30:00,6,17,30,1955.9984970973696,True,1999.7597687440255
70,32134,2132.284169495344,2024-12-01 17:45:00,6,17,45,2376.4521800314196,True,2072.6103086688786
71,32135,1461.6046033785742,2024-12-01 18:00:00,6,18,0,1770.5712779842902,True,1592.1961069192894
72,32136,1461.5946224019926,2024-12-01 18:15:00,6,18,15,894.251194773816,True,984.0946920324404
73,32137,1461.591496034066,2024-12-01 18:30:00,6,18,30,1225.8737703729898,True,1474.0244789192018
74,32138,1461.5923414365452,2024-12-01 18:45:00,6,18,45,1890.8385783411995,True,2099.5500781493633
75,32139,1949.8323638865493,2024-12-01 19:00:00,6,19,0,1986.4484365469666,True,1971.1166577432937
76,32140,1949.8317011201525,2024-12-01 19:15:00,6,19,15,2288.340358767989,True,1965.1354543616994
77,32141,1949.8363111594465,2024-12-01 19:30:00,6,19,30,2124.1690545700503,True,2300.11870275053
78,32142,1949.8388583862925,2024-12-01 19:45:00,6,19,45,2201.5620626079367,True,2288.7437958196087
79,32143,2031.6505591196624,2024-12-01 20:00:00,6,20,0,2126.1394260584484,True,1704.3561278541422
80,32144,2233.280787321308,2024-12-01 20:15:00,6,20,15,1755.169536087713,True,1581.4685515864433
81,32145,2233.261901172378,2024-12-01 20:30:00,6,20,30,1839.6897557604966,True,1584.48554450159
82,32146,2233.252429778257,2024-12-01 20:45:00,6,20,45,1996.6254252722388,True,1594.835878310814
83,32147,1548.2556861537678,2024-12-01 21:00:00,6,21,0,1742.331021681889,True,1579.0919643201871
84,32148,1548.2330884049816,2024-12-01 21:15:00,6,21,15,1895.669186578492,True,1587.081692017787
85,32149,1548.2260573628528,2024-12-01 21:30:00,6,21,30,1981.9251961569535,True,1587.891487493333
86,32150,1548.2261930863542,2024-12-01 21:45:00,6,21,45,1741.4428413752573,True,1579.929165863434
87,32151,1093.4873116557212,2024-12-01 22:00:00,6,22,0,1900.90758711968,True,1561.735242106835
88,32152,658.6109937396582,2024-12-01 22:15:00,6,22,15,1135.5907398425313,True,577.4647466850051
89,32153,658.6125876945193,2024-12-01 22:30:00,6,22,30,600.5905258212146,True,551.922728708404
90,32154,658.6136651527818,2024-12-01 22:45:00,6,22,45,647.5176511891933,True,558.2158816518357
91,32155,665.7622307531662,2024-12-01 23:00:00,6,23,0,599.1921307750189,True,484.9468036556968
92,32156,695.8235842804473,2024-12-01 23:15:00,6,23,15,507.69762363351845,True,438.66709972701506
93,32157,695.8181810188156,2024-12-01 23:30:00,6,23,30,557.3317290477709,True,428.25417376354983
94,32158,695.8170744380963,2024-12-01 23:45:00,6,23,45,521.6245547316678,True,412.972719654243
95,32159,726.190640522877,2024-12-01 00:00:00,6,0,0,528.0969923716239,True,457.5691582206671
96,32160,603.136132961349,2024-12-02 00:15:00,0,0,15,516.2139185747326,True,516.9202876441607
97,32161,603.1381706765158,2024-12-02 00:30:00,0,0,30,614.7540801875289,True,521.460489602262
98,32162,603.1389808433366,2024-12-02 00:45:00,0,0,45,493.8938713843838,True,441.8211748971051
99,32163,524.9051586449871,2024-12-02 01:00:00,0,1,0,503.79991660721987,True,432.8341027968356
100,32164,524.9055691011974,2024-12-02 01:15:00,0,1,15,563.1529652100734,True,430.8911642913988
101,32165,524.9062923365066,2024-12-02 01:30:00,0,1,30,539.6468282249368,True,504.9683422014266
102,32166,524.9070024234036,2024-12-02 01:45:00,0,1,45,602.5048967139276,True,554.5538567681068
103,32167,487.1547166254597,2024-12-02 02:00:00,0,2,0,602.1953484488491,True,541.9422602075964
104,32168,487.1546450905728,2024-12-02 02:15:00,0,2,15,540.8090588519831,True,500.5583766623005
105,32169,487.1548549566644,2024-12-02 02:30:00,0,2,30,579.0813872330751,True,445.63517974736993
106,32170,487.1551084943342,2024-12-02 02:45:00,0,2,45,540.7133283857095,True,453.90070513747725
107,32171,485.8741547241327,2024-12-02 03:00:00,0,3,0,519.1409356438555,True,461.3579930030982
108,32172,485.8741417880621,2024-12-02 03:15:00,0,3,15,615.0699831966668,True,481.02050518763457
109,32173,485.8737837094333,2024-12-02 03:30:00,0,3,30,526.2052695795401,True,461.4347752973029
110,32174,485.873552178916,2024-12-02 03:45:00,0,3,45,539.0368646071286,True,477.076424108062
111,32175,485.515354572296,2024-12-02 04:00:00,0,4,0,616.747677748124,True,486.5159405425974
112,32176,485.5147456158547,2024-12-02 04:15:00,0,4,15,537.6719471649026,True,479.1920939454923
113,32177,485.5143845420925,2024-12-02 04:30:00,0,4,30,559.2606002071977,True,461.1964054372246
114,32178,485.5141622949986,2024-12-02 04:45:00,0,4,45,577.8408253448024,True,461.8340959076365
115,32179,485.4190145095362,2024-12-02 05:00:00,0,5,0,517.4229233627295,True,456.05865789850554
116,32180,485.4183078499063,2024-12-02 05:15:00,0,5,15,552.5219819797028,True,466.102246977057
117,32181,485.41777703329166,2024-12-02 05:30:00,0,5,30,644.1318497543484,True,642.0172988644533
118,32182,485.4174195246323,2024-12-02 05:45:00,0,5,45,613.2089680415261,True,654.0604676749024
119,32183,485.417162541069,2024-12-02 06:00:00,0,6,0,619.5310405667897,True,559.0592667221736
120,32184,485.416405249156,2024-12-02 06:15:00,0,6,15,548.8372697867381,True,510.8788370107301
121,32185,485.4158427135571,2024-12-02 06:30:00,0,6,30,516.6261304897255,True,480.4565892056882
122,32186,485.41546506970366,2024-12-02 06:45:00,0,6,45,586.888984694406,True,475.40092047884684
123,32187,485.5411524249972,2024-12-02 07:00:00,0,7,0,524.3277359822133,True,475.2997033381189
124,32188,485.5404442063333,2024-12-02 07:15:00,0,7,15,533.5011230167536,True,498.77947852001404
125,32189,485.539895273632,2024-12-02 07:30:00,0,7,30,609.1226080551085,True,496.56601803916385
126,32190,485.5395281630368,2024-12-02 07:45:00,0,7,45,536.9578963069912,True,502.44130419492086
127,32191,2081.085814766315,2024-12-02 08:00:00,0,8,0,561.8988402414434,True,527.5818103869515
128,32192,2081.1054415718736,2024-12-02 08:15:00,0,8,15,615.9513307558653,True,514.8163899340295
129,32193,2081.1344225199045,2024-12-02 08:30:00,0,8,30,544.5488349413306,True,499.40863101216235
130,32194,2081.141812408072,2024-12-02 08:45:00,0,8,45,643.4962737166209,True,598.3284512084689
131,32195,2450.404032122614,2024-12-02 09:00:00,0,9,0,1721.9412670097236,True,1662.2653532254499
132,32196,2450.4152127991338,2024-12-02 09:15:00,0,9,15,2101.758802064609,True,2276.140252929458
133,32197,2450.4051926772017,2024-12-02 09:30:00,0,9,30,2385.4143694461113,True,2375.627307486689
134,32198,2450.389186121793,2024-12-02 09:45:00,0,9,45,2209.434037115341,True,2247.0140604877465
135,32199,1577.4878572831983,2024-12-02 10:00:00,0,10,0,1768.1252349731476,True,1633.5066052302864
136,32200,1577.482329095819,2024-12-02 10:15:00,0,10,15,2058.960542962799,True,1631.6505176815533
137,32201,1577.480520132103,2024-12-02 10:30:00,0,10,30,1812.5667776711136,True,1603.6331432940642
138,32202,1577.4803579273755,2024-12-02 10:45:00,0,10,45,1770.5828908045664,True,1635.0710468609745
139,32203,1331.062584229384,2024-12-02 11:00:00,0,11,0,2123.329476476432,True,1642.9781864504193
140,32204,1331.0640035929273,2024-12-02 11:15:00,0,11,15,1173.0486165381158,True,1588.7580563045358
141,32205,1331.0640644585828,2024-12-02 11:30:00,0,11,30,1122.6055357024943,True,1564.7085728745935
142,32206,1331.0634896369766,2024-12-02 11:45:00,0,11,45,1228.0909268173202,True,1574.0961145737756
143,32207,1140.707565045895,2024-12-02 12:00:00,0,12,0,1109.1676024998899,True,1557.7305933761938
144,32208,1140.6948230890353,2024-12-02 12:15:00,0,12,15,1514.9091920590786,True,1547.6303075842302
145,32209,1140.697268008234,2024-12-02 12:30:00,0,12,30,2069.6232147650767,True,1563.3982224406275
146,32210,1140.6993693923373,2024-12-02 12:45:00,0,12,45,1767.9021406972788,True,1653.9215254474527
147,32211,1676.415518933552,2024-12-02 13:00:00,0,13,0,2068.5596005210673,True,2243.737141000531
148,32212,1676.4188584663148,2024-12-02 13:15:00,0,13,15,2457.3022458334294,True,2300.076148540138
149,32213,1676.4202050432737,2024-12-02 13:30:00,0,13,30,2042.1008667734657,True,2181.5961455814727
150,32214,1676.4205236002977,2024-12-02 13:45:00,0,13,45,1863.0263180107613,True,1806.4453007181928
151,32215,1759.458277565884,2024-12-02 14:00:00,0,14,0,2484.681139165853,True,2345.6266247392687
152,32216,1759.4624313893642,2024-12-02 14:15:00,0,14,15,1789.8779383532328,True,1697.4070099932185
153,32217,1759.464617605778,2024-12-02 14:30:00,0,14,30,1815.5558072995827,True,1582.2936374982894
154,32218,1759.462414273518,2024-12-02 14:45:00,0,14,45,2029.1949962177946,True,1595.7867051665733
155,32219,1632.5757610048322,2024-12-02 15:00:00,0,15,0,1734.3107219441747,True,1586.0810028359433
156,32220,1632.5723748742755,2024-12-02 15:15:00,0,15,15,1876.083762044013,True,1586.300352397948
157,32221,1632.5706867776034,2024-12-02 15:30:00,0,15,30,1990.9273008290993,True,1598.5297261396495
158,32222,1632.569325774458,2024-12-02 15:45:00,0,15,45,1749.0196740867154,True,1604.3455136409095
159,32223,1665.9100139416628,2024-12-02 16:00:00,0,16,0,1963.7282459480168,True,1641.0049647674136
160,32224,1665.9147155057512,2024-12-02 16:15:00,0,16,15,2290.930313453031,True,2244.688650491562
161,32225,1665.9157456565522,2024-12-02 16:30:00,0,16,30,2171.3792345208103,True,2427.15549304566
162,32226,1665.9156131926798,2024-12-02 16:45:00,0,16,45,2423.5895459536805,True,2412.118434732735
163,32227,1491.3740105780316,2024-12-02 17:00:00,0,17,0,2200.104763223573,True,2233.9955077310215
164,32228,1491.3721702157063,2024-12-02 17:15:00,0,17,15,1766.3661332440572,True,1623.619235458793
165,32229,1491.3733742518823,2024-12-02 17:30:00,0,17,30,2135.02819182054,True,1656.4214759685121
166,32230,1491.375284668292,2024-12-02 17:45:00,0,17,45,1804.002110003366,True,1651.9344512044115
167,32231,986.1699298791108,2024-12-02 18:00:00,0,18,0,1703.7418048083596,True,1460.7224681609712
168,32232,986.1705658029284,2024-12-02 18:15:00,0,18,15,1181.2142995061754,True,1272.0635731271097
169,32233,986.1720757357295,2024-12-02 18:30:00,0,18,30,940.9506711613647,True,1156.510902039451
170,32234,986.1737565699484,2024-12-02 18:45:00,0,18,45,1735.45122845327,True,1634.7187316926934
171,32235,1542.3963262525513,2024-12-02 19:00:00,0,19,0,2080.545901293398,True,1647.9028819782347
172,32236,1542.3974338577254,2024-12-02 19:15:00,0,19,15,1792.2547382292419,True,1630.523430331841
173,32237,1542.398604612158,2024-12-02 19:30:00,0,19,30,1975.0278516281853,True,1635.2853067752942
174,32238,1542.3988521986769,2024-12-02 19:45:00,0,19,45,1990.015123883087,True,1647.9237752596582
175,32239,1565.0585396117176,2024-12-02 20:00:00,0,20,0,1872.645633818618,True,1790.6163020373847
176,32240,1565.058709701022,2024-12-02 20:15:00,0,20,15,2481.911294699892,True,2433.651777909261
177,32241,1565.0586089877988,2024-12-02 20:30:00,0,20,30,2320.176442928127,True,2432.4607304225638
178,32242,1565.0584076693858,2024-12-02 20:45:00,0,20,45,2163.6449131625295,True,2350.327615942785
179,32243,1284.5406457452054,2024-12-02 21:00:00,0,21,0,2409.527598705903,True,2111.7096212469623
180,32244,1284.537252622279,2024-12-02 21:15:00,0,21,15,1815.5322955654183,True,1638.2387103487135
181,32245,1284.5365068620022,2024-12-02 21:30:00,0,21,30,1798.4878209663748,True,1639.5827205464138
182,32246,1284.5373614845748,2024-12-02 21:45:00,0,21,45,2234.484273728238,True,1672.8224114131972
183,32247,753.7669658672221,2024-12-02 22:00:00,0,22,0,1915.8433172541768,True,1859.9822993595012
184,32248,753.7603925459243,2024-12-02 22:15:00,0,22,15,939.768478074737,True,546.9671268942185
185,32249,753.7598364494897,2024-12-02 22:30:00,0,22,30,546.6965334303648,True,434.68582332270876
186,32250,753.7608492776908,2024-12-02 22:45:00,0,22,45,479.86158122231285,True,408.8345854455415
187,32251,658.3308796220733,2024-12-02 23:00:00,0,23,0,526.0054213165131,True,444.2916279372534
188,32252,658.3274873503758,2024-12-02 23:15:00,0,23,15,514.3854985561782,True,447.3650890151063
189,32253,658.3256291681244,2024-12-02 23:30:00,0,23,30,477.6989010147597,True,436.0753382878651
190,32254,658.324279229091,2024-12-02 23:45:00,0,23,45,542.3359080984269,True,447.1775655837404
191,32255,603.1339327154917,2024-12-02 00:00:00,0,0,0,514.7447126185989,True,453.72116134459975
192,32256,698.5534629518387,2024-12-03 00:15:00,1,0,15,514.355123161748,True,499.2730547441763
193,32257,698.5566618697939,2024-12-03 00:30:00,1,0,30,640.8916315740007,True,571.0606698233951
194,32258,698.5576506214437,2024-12-03 00:45:00,1,0,45,564.6031374452075,True,544.5081164865344
195,32259,540.8559722905763,2024-12-03 01:00:00,1,1,0,560.326228121253,True,536.7103124670379
196,32260,540.8539875639387,2024-12-03 01:15:00,1,1,15,602.1037107487848,True,483.34151489519655
197,32261,540.8527586465486,2024-12-03 01:30:00,1,1,30,529.3853767018838,True,487.7032475068989
198,32262,540.8521648445883,2024-12-03 01:45:00,1,1,45,568.95104411101,True,515.1931295122059
199,32263,437.0299739465276,2024-12-03 02:00:00,1,2,0,664.0431864629008,True,602.6598471659045
200,32264,437.029130304248,2024-12-03 02:15:00,1,2,15,551.5152845498278,True,528.397737705256
201,32265,437.0292917806813,2024-12-03 02:30:00,1,2,30,583.7272354480228,True,499.5131818924234
202,32266,437.0300665125409,2024-12-03 02:45:00,1,2,45,586.6206575070726,True,499.6789940448045
203,32267,436.5453089514261,2024-12-03 03:00:00,1,3,0,541.5700425668655,True,496.4070255381421
204,32268,436.5453974103069,2024-12-03 03:15:00,1,3,15,601.7531272297681,True,508.4783015105031
205,32269,436.5457137396073,2024-12-03 03:30:00,1,3,30,573.1594540677246,True,510.06110362371527
206,32270,436.5460561161375,2024-12-03 03:45:00,1,3,45,563.2536317009252,True,559.8424740903299
207,32271,434.863946710857,2024-12-03 04:00:00,1,4,0,633.3636310897971,True,550.973702955753
208,32272,434.8636334046297,2024-12-03 04:15:00,1,4,15,550.9784282352481,True,538.6282561234934
209,32273,434.86350694219993,2024-12-03 04:30:00,1,4,30,543.0441530827462,True,517.5176380436143
210,32274,434.86351352665054,2024-12-03 04:45:00,1,4,45,602.8822311100013,True,483.26420106681263
211,32275,430.6195793155822,2024-12-03 05:00:00,1,5,0,521.3741460461248,True,484.2132438273965
212,32276,430.6190558303389,2024-12-03 05:15:00,1,5,15,538.4173356024286,True,470.93266219192714
213,32277,430.6186812095585,2024-12-03 05:30:00,1,5,30,561.3061131782235,True,475.46534343016435
214,32278,430.6185274239871,2024-12-03 05:45:00,1,5,45,512.1757011287913,True,466.3434855066167
215,32279,430.6184830930325,2024-12-03 06:00:00,1,6,0,587.7717692015142,True,535.9908335290772
216,32280,430.6179020986202,2024-12-03 06:15:00,1,6,15,586.4095510752388,True,558.8341505517515
217,32281,430.6173429511729,2024-12-03 06:30:00,1,6,30,509.03722020987345,True,477.8862634794127
218,32282,430.61701959038703,2024-12-03 06:45:00,1,6,45,565.7262608223434,True,475.7186470200853
219,32283,437.1512452681885,2024-12-03 07:00:00,1,7,0,524.6738445059148,True,487.6425646197238
220,32284,437.1507671588437,2024-12-03 07:15:00,1,7,15,554.0741146352484,True,519.3575743407465
221,32285,437.1502626837568,2024-12-03 07:30:00,1,7,30,733.9375795039455,True,568.9161395566998
222,32286,437.15000673582415,2024-12-03 07:45:00,1,7,45,810.1721331432991,True,707.9824925459235
223,32287,3974.2902878196346,2024-12-03 08:00:00,1,8,0,3974.2902878196346,False,3974.2902878196346
224,32288,3974.348405268918,2024-12-03 08:15:00,1,8,15,3974.348405268918,False,3974.348405268918
225,32289,3974.386078392099,2024-12-03 08:30:00,1,8,30,3974.386078392099,False,3974.386078392099
226,32290,3974.3958931685793,2024-12-03 08:45:00,1,8,45,3974.3958931685793,False,3974.3958931685793
227,32291,5535.797363376207,2024-12-03 09:00:00,1,9,0,5535.797363376207,False,5535.797363376207
228,32292,6622.413719175798,2024-12-03 09:15:00,1,9,15,6622.413719175798,False,6622.413719175798
229,32293,6622.430731071574,2024-12-03 09:30:00,1,9,30,6622.430731071574,False,6622.430731071574
230,32294,6622.432643546206,2024-12-03 09:45:00,1,9,45,6622.432643546206,False,6622.432643546206
231,32295,6465.9774807684025,2024-12-03 10:00:00,1,10,0,6465.9774807684025,False,6465.9774807684025
232,32296,6381.8571677552045,2024-12-03 10:15:00,1,10,15,6381.8571677552045,False,6381.8571677552045
233,32297,6381.875841070849,2024-12-03 10:30:00,1,10,30,6381.875841070849,False,6381.875841070849
234,32298,6381.880700607735,2024-12-03 10:45:00,1,10,45,6381.880700607735,False,6381.880700607735
235,32299,6820.739253776574,2024-12-03 11:00:00,1,11,0,6820.739253776574,False,6820.739253776574
236,32300,6820.738305198454,2024-12-03 11:15:00,1,11,15,6820.738305198454,False,6820.738305198454
237,32301,6820.73416367402,2024-12-03 11:30:00,1,11,30,6820.73416367402,False,6820.73416367402
238,32302,6820.729684384965,2024-12-03 11:45:00,1,11,45,6820.729684384965,False,6820.729684384965
239,32303,6246.84979796035,2024-12-03 12:00:00,1,12,0,6246.84979796035,False,6246.84979796035
240,32304,2253.9788560970874,2024-12-03 12:15:00,1,12,15,2253.9788560970874,False,2253.9788560970874
241,32305,2253.9481502167137,2024-12-03 12:30:00,1,12,30,2253.9481502167137,False,2253.9481502167137
242,32306,2253.9526274121554,2024-12-03 12:45:00,1,12,45,2253.9526274121554,False,2253.9526274121554
243,32307,4862.229027654988,2024-12-03 13:00:00,1,13,0,4862.229027654988,False,4862.229027654988
244,32308,4862.258615303796,2024-12-03 13:15:00,1,13,15,4862.258615303796,False,4862.258615303796
245,32309,4862.279513027531,2024-12-03 13:30:00,1,13,30,4862.279513027531,False,4862.279513027531
246,32310,4862.287478070718,2024-12-03 13:45:00,1,13,45,4862.287478070718,False,4862.287478070718
247,32311,6438.760659784085,2024-12-03 14:00:00,1,14,0,6438.760659784085,False,6438.760659784085
248,32312,6438.78038717807,2024-12-03 14:15:00,1,14,15,6438.78038717807,False,6438.78038717807
249,32313,6438.785476967699,2024-12-03 14:30:00,1,14,30,6438.785476967699,False,6438.785476967699
250,32314,6438.781685739762,2024-12-03 14:45:00,1,14,45,6438.781685739762,False,6438.781685739762
251,32315,6285.798723854936,2024-12-03 15:00:00,1,15,0,6285.798723854936,False,6285.798723854936
252,32316,6285.791886114395,2024-12-03 15:15:00,1,15,15,6285.791886114395,False,6285.791886114395
253,32317,6285.787291028417,2024-12-03 15:30:00,1,15,30,6285.787291028417,False,6285.787291028417
254,32318,6285.784346231139,2024-12-03 15:45:00,1,15,45,6285.784346231139,False,6285.784346231139
255,32319,6316.6205265874105,2024-12-03 16:00:00,1,16,0,6316.6205265874105,False,6316.6205265874105
256,32320,6316.639947062178,2024-12-03 16:15:00,1,16,15,6316.639947062178,False,6316.639947062178
257,32321,6316.641197999759,2024-12-03 16:30:00,1,16,30,6316.641197999759,False,6316.641197999759
258,32322,6316.637168502255,2024-12-03 16:45:00,1,16,45,6316.637168502255,False,6316.637168502255
259,32323,5287.670875888429,2024-12-03 17:00:00,1,17,0,5287.670875888429,False,5287.670875888429
260,32324,5655.3480992876,2024-12-03 17:15:00,1,17,15,5655.3480992876,False,5655.3480992876
261,32325,5655.365914966912,2024-12-03 17:30:00,1,17,30,5655.365914966912,False,5655.365914966912
262,32326,5655.376417439432,2024-12-03 17:45:00,1,17,45,5655.376417439432,False,5655.376417439432
263,32327,4640.414057717018,2024-12-03 18:00:00,1,18,0,4640.414057717018,False,4640.414057717018
264,32328,4640.401908427768,2024-12-03 18:15:00,1,18,15,4640.401908427768,False,4640.401908427768
265,32329,4640.397441894107,2024-12-03 18:30:00,1,18,30,4640.397441894107,False,4640.397441894107
266,32330,4640.396936759644,2024-12-03 18:45:00,1,18,45,4640.396936759644,False,4640.396936759644
267,32331,5336.781239334778,2024-12-03 19:00:00,1,19,0,5336.781239334778,False,5336.781239334778
268,32332,5336.782965276674,2024-12-03 19:15:00,1,19,15,5336.782965276674,False,5336.782965276674
269,32333,5336.789591837958,2024-12-03 19:30:00,1,19,30,5336.789591837958,False,5336.789591837958
270,32334,5336.794196669296,2024-12-03 19:45:00,1,19,45,5336.794196669296,False,5336.794196669296
271,32335,5266.219097498679,2024-12-03 20:00:00,1,20,0,5266.219097498679,False,5266.219097498679
272,32336,5042.938995904373,2024-12-03 20:15:00,1,20,15,5042.938995904373,False,5042.938995904373
273,32337,5042.918294764208,2024-12-03 20:30:00,1,20,30,5042.918294764208,False,5042.918294764208
