id,측정일시,전력사용량(kWh),지상무효전력량(kVarh),진상무효전력량(kVarh),탄소배출량(tCO2),지상역률(%),진상역률(%),작업유형,전기요금(원),기온,습도
24,2024-01-01 06:15:00,3.35,3.64,0.0,0.0,67.72,100.0,Light_Load,588.8724557237437,0.15,94.0
25,2024-01-01 06:30:00,3.24,3.35,0.0,0.0,69.52,100.0,Light_Load,554.7745524519166,0.0,94.0
26,2024-01-01 06:45:00,3.89,4.46,0.0,0.0,65.73,100.0,Light_Load,704.4766998396916,-0.15,94.0
27,2024-01-01 07:00:00,3.31,3.53,0.0,0.0,68.4,100.0,Light_Load,576.0381533910303,-0.3,94.0
28,2024-01-01 07:15:00,3.28,3.49,0.0,0.0,68.48,100.0,Light_Load,570.1224319540443,-0.35,94.25
29,2024-01-01 07:30:00,3.85,4.75,0.0,0.0,62.97,100.0,Light_Load,727.8373093789162,-0.4,94.5
30,2024-01-01 07:45:00,3.2,3.6,0.0,0.0,66.44,100.0,Light_Load,573.362934188111,-0.45,94.75
31,2024-01-01 08:00:00,3.31,3.78,0.0,0.0,65.88,100.0,Light_Load,598.093397565178,-0.5,95.0
32,2024-01-01 08:15:00,3.78,4.75,0.0,0.0,62.27,100.0,Light_Load,722.6194902244885,-0.42,95.0
33,2024-01-01 08:30:00,3.28,3.74,0.0,0.0,65.94,100.0,Light_Load,592.1587156812134,-0.35,95.0
34,2024-01-01 08:45:00,3.49,4.46,0.18,0.0,61.63,99.87,Light_Load,691.1352840823616,-0.28,95.0
35,2024-01-01 09:00:00,3.89,0.0,15.66,0.0,100.0,24.11,Light_Load,1784.8821244052951,-0.2,95.0
36,2024-01-01 09:15:00,3.6,0.0,16.96,0.0,100.0,20.76,Light_Load,1917.836724708674,-0.12,95.0
37,2024-01-01 09:30:00,4.03,0.0,21.28,0.0,100.0,18.61,Light_Load,2395.7368937619763,-0.05,95.0
38,2024-01-01 09:45:00,3.92,0.0,19.22,0.0,100.0,19.98,Light_Load,2169.7979638319844,0.03,95.0
39,2024-01-01 10:00:00,3.64,0.0,16.88,0.0,100.0,21.08,Light_Load,1910.1090177110589,0.1,95.0
40,2024-01-01 10:15:00,4.07,0.0,22.32,0.0,100.0,17.94,Light_Load,2509.649232241195,0.22,94.75
41,2024-01-01 10:30:00,3.71,0.0,18.0,0.0,100.0,20.19,Light_Load,2032.9314315581537,0.35,94.5
42,2024-01-01 10:45:00,3.6,0.0,16.92,0.0,100.0,20.81,Light_Load,1913.5087566052543,0.48,94.25
43,2024-01-01 11:00:00,4.21,0.0,23.4,0.0,100.0,17.71,Light_Load,2629.961384193837,0.6,94.0
44,2024-01-01 11:15:00,3.49,0.0,5.65,0.0,100.0,52.55,Light_Load,734.5951952647183,0.9,93.0
45,2024-01-01 11:30:00,3.46,0.0,4.82,0.0,100.0,58.31,Light_Load,656.3144904176359,1.2,92.0
46,2024-01-01 11:45:00,4.0,0.0,6.7,0.0,100.0,51.26,Light_Load,863.1553640468339,1.5,91.0
47,2024-01-01 12:00:00,3.49,0.0,4.57,0.0,100.0,60.69,Light_Load,636.0631713932715,1.8,90.0
48,2024-01-01 12:15:00,3.6,0.0,12.89,0.0,100.0,26.9,Light_Load,1480.3978635264718,2.3,86.75
49,2024-01-01 12:30:00,4.25,0.0,23.15,0.0,100.0,18.06,Light_Load,2603.54440727749,2.8,83.5
50,2024-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,Light_Load,1888.118777450135,3.3,80.25
51,2024-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,Light_Load,1883.797878495615,3.8,77.0
52,2024-01-01 13:15:00,4.25,0.0,23.33,0.0,100.0,17.92,Light_Load,2623.130378844895,4.2,76.5
53,2024-01-01 13:30:00,3.64,0.0,16.74,0.0,100.0,21.25,Light_Load,1894.9736274227712,4.6,76.0
54,2024-01-01 13:45:00,3.67,0.0,16.99,0.0,100.0,21.11,Light_Load,1922.702953270705,5.0,75.5
55,2024-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,Light_Load,2631.3434993665355,5.4,75.0
56,2024-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,Light_Load,1887.4080664411508,5.8,73.0
57,2024-01-01 14:30:00,3.78,0.0,18.25,0.0,100.0,20.28,Light_Load,2061.5800411021623,6.2,71.0
58,2024-01-01 14:45:00,4.1,0.0,22.1,0.0,100.0,18.24,Light_Load,2486.315594986104,6.6,69.0
59,2024-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,Light_Load,1890.6502737087835,7.0,67.0
60,2024-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,Light_Load,2181.721583160075,7.0,66.75
61,2024-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,Light_Load,2404.7934358359053,7.0,66.5
62,2024-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,Light_Load,1901.6091381435376,7.0,66.25
63,2024-01-01 16:00:00,3.96,0.0,20.45,0.0,100.0,19.01,Light_Load,2304.10812001996,7.0,66.0
64,2024-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,18.91,Light_Load,2339.7019154215104,6.95,65.25
65,2024-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,Light_Load,1901.6091381435376,6.9,64.5
66,2024-01-01 16:45:00,4.07,0.0,21.64,0.0,100.0,18.48,Light_Load,2435.6882559648298,6.85,63.75
67,2024-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,Light_Load,2164.3598138494563,6.8,63.0
68,2024-01-01 17:15:00,3.56,0.0,16.96,0.0,100.0,20.54,Light_Load,1916.922891698424,6.8,63.0
69,2024-01-01 17:30:00,4.1,0.0,23.51,0.0,100.0,17.18,Light_Load,2639.820077536813,6.8,63.0
70,2024-01-01 17:45:00,3.6,0.0,17.39,0.0,100.0,20.27,Light_Load,1964.3895799220195,6.8,63.0
71,2024-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,20.32,Light_Load,1960.057032214572,6.8,63.0
72,2024-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,Light_Load,1085.39454890902,6.72,63.0
73,2024-01-01 18:30:00,3.42,0.0,5.47,0.0,100.0,53.01,Light_Load,713.5968714206475,6.65,63.0
74,2024-01-01 18:45:00,3.67,0.0,16.24,0.0,100.0,22.04,Light_Load,1841.6949256445164,6.58,63.0
75,2024-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,Light_Load,2536.859359355288,6.5,63.0
76,2024-01-01 19:15:00,3.53,0.0,17.39,0.0,100.0,19.89,Light_Load,1962.834567531364,6.38,64.5
77,2024-01-01 19:30:00,3.85,0.0,20.74,0.0,100.0,18.25,Light_Load,2333.358134497344,6.25,66.0
78,2024-01-01 19:45:00,3.96,0.0,20.88,0.0,100.0,18.63,Light_Load,2350.8227165041503,6.12,67.5
79,2024-01-01 20:00:00,3.56,0.0,17.35,0.0,100.0,20.1,Light_Load,1959.1628925666057,6.0,69.0
80,2024-01-01 20:15:00,4.03,0.0,22.54,0.0,100.0,17.6,Light_Load,2532.811149795178,5.88,70.0
81,2024-01-01 20:30:00,3.74,0.0,19.55,0.0,100.0,18.79,Light_Load,2201.748942136122,5.75,71.0
82,2024-01-01 20:45:00,3.56,0.0,17.42,0.0,100.0,20.02,Light_Load,1966.7485670690685,5.62,72.0
83,2024-01-01 21:00:00,4.21,0.0,24.26,0.0,100.0,17.1,Light_Load,2723.639568852567,5.5,73.0
84,2024-01-01 21:15:00,3.56,0.0,17.75,0.0,100.0,19.66,Light_Load,2002.5258337727028,5.42,73.5
85,2024-01-01 21:30:00,3.53,0.0,17.42,0.0,100.0,19.86,Light_Load,1966.0868174579448,5.35,74.0
86,2024-01-01 21:45:00,4.25,0.0,25.2,0.0,100.0,16.63,Light_Load,2826.8753564738886,5.28,74.5
87,2024-01-01 22:00:00,3.53,0.0,17.5,0.0,100.0,19.77,Light_Load,1974.7605610519047,5.2,75.0
88,2024-01-01 22:15:00,3.56,1.44,10.08,0.0,92.7,33.3,Light_Load,1354.0604806876242,5.25,74.5
89,2024-01-01 22:30:00,3.67,4.21,0.0,0.0,65.71,100.0,Light_Load,664.8354890758255,5.3,74.0
90,2024-01-01 22:45:00,3.24,3.35,0.0,0.0,69.52,100.0,Light_Load,554.7745524519166,5.35,73.5
91,2024-01-01 23:00:00,3.53,3.74,0.0,0.0,68.64,100.0,Light_Load,612.189878163331,5.4,73.0
92,2024-01-01 23:15:00,3.53,3.42,0.0,0.0,71.82,100.0,Light_Load,585.072678224117,5.3,73.5
93,2024-01-01 23:30:00,3.24,2.95,0.0,0.0,73.94,100.0,Light_Load,521.5997407297519,5.2,74.0
94,2024-01-01 23:45:00,3.67,3.96,0.0,0.0,67.97,100.0,Light_Load,642.7004821184763,5.1,74.5
95,2024-01-01 00:00:00,3.42,3.46,0.0,0.0,70.3,100.0,Light_Load,579.1171173161711,3.9,80.0
96,2024-01-02 00:15:00,3.2,3.1,0.0,0.0,71.82,100.0,Light_Load,530.3540346442177,4.97,75.0
97,2024-01-02 00:30:00,3.85,4.61,0.0,0.0,64.1,100.0,Light_Load,714.9676365921205,4.95,75.0
98,2024-01-02 00:45:00,3.28,3.67,0.0,0.0,66.64,100.0,Light_Load,585.9197402250766,4.93,75.0
99,2024-01-02 01:00:00,3.35,3.6,0.0,0.0,68.12,100.0,Light_Load,585.3777617483688,4.9,75.0
100,2024-01-02 01:15:00,3.89,4.72,0.0,0.0,63.6,100.0,Light_Load,728.0854929764513,4.85,75.25
101,2024-01-02 01:30:00,3.28,3.53,0.0,0.0,68.07,100.0,Light_Load,573.6013739330382,4.8,75.5
102,2024-01-02 01:45:00,3.46,3.96,0.0,0.0,65.8,100.0,Light_Load,625.9769170440877,4.75,75.75
103,2024-01-02 02:00:00,3.78,4.82,0.0,0.0,61.71,100.0,Light_Load,729.1580357475567,4.7,76.0
104,2024-01-02 02:15:00,3.31,3.53,0.0,0.0,68.4,100.0,Light_Load,576.0381533910303,4.68,75.5
105,2024-01-02 02:30:00,3.6,4.36,0.0,0.0,63.67,100.0,Light_Load,673.0606843565463,4.65,75.0
106,2024-01-02 02:45:00,3.64,4.39,0.0,0.0,63.83,100.0,Light_Load,678.8475284746456,4.62,74.5
107,2024-01-02 03:00:00,3.28,3.71,0.0,0.0,66.24,100.0,Light_Load,589.4785317553897,4.6,74.0
108,2024-01-02 03:15:00,3.71,4.57,0.0,0.0,63.03,100.0,Light_Load,700.698155120417,4.57,74.25
109,2024-01-02 03:30:00,3.56,4.03,0.0,0.0,66.21,100.0,Light_Load,640.0935704961722,4.55,74.5
110,2024-01-02 03:45:00,3.24,3.49,0.0,0.0,68.04,100.0,Light_Load,566.8721545158121,4.53,74.75
111,2024-01-02 04:00:00,3.89,4.64,0.0,0.0,64.25,100.0,Light_Load,720.7620654933879,4.5,75.0
112,2024-01-02 04:15:00,3.28,3.42,0.0,0.0,69.22,100.0,Light_Load,564.0793706881428,4.47,74.75
113,2024-01-02 04:30:00,3.28,3.49,0.0,0.0,68.48,100.0,Light_Load,570.1224319540443,4.45,74.5
114,2024-01-02 04:45:00,3.96,4.68,0.0,0.0,64.59,100.0,Light_Load,729.7718739217729,4.43,74.25
115,2024-01-02 05:00:00,3.24,3.42,0.0,0.0,68.77,100.0,Light_Load,560.794069676326,4.4,74.0
116,2024-01-02 05:15:00,3.46,3.78,0.0,0.0,67.52,100.0,Light_Load,610.0044207704073,4.32,74.5
117,2024-01-02 05:30:00,3.67,4.07,0.0,0.0,66.97,100.0,Light_Load,652.3651668015447,4.25,75.0
118,2024-01-02 05:45:00,3.24,3.42,0.0,0.0,68.77,100.0,Light_Load,560.794069676326,4.18,75.5
119,2024-01-02 06:00:00,3.67,3.96,0.0,0.0,67.97,100.0,Light_Load,642.7004821184763,4.1,76.0
120,2024-01-02 06:15:00,3.53,3.78,0.0,0.0,68.25,100.0,Light_Load,615.6612677399717,4.12,76.0
121,2024-01-02 06:30:00,3.2,3.24,0.0,0.0,70.27,100.0,Light_Load,542.0818521215173,4.15,76.0
122,2024-01-02 06:45:00,3.78,4.07,0.0,0.0,68.05,100.0,Light_Load,661.2054620897843,4.18,76.0
123,2024-01-02 07:00:00,3.35,3.35,0.0,0.0,70.71,100.0,Light_Load,563.9562660265244,4.2,76.0
124,2024-01-02 07:15:00,3.53,3.49,0.0,0.0,71.11,100.0,Light_Load,590.901082911179,4.22,76.0
125,2024-01-02 07:30:00,6.3,4.57,0.0,0.0,80.95,100.0,Light_Load,908.9907179282272,4.25,76.0
126,2024-01-02 07:45:00,6.05,4.79,0.0,0.0,78.4,100.0,Light_Load,918.573909947202,4.28,76.0
127,2024-01-02 08:00:00,6.73,4.54,0.0,0.0,82.9,100.0,Light_Load,948.1359860105974,4.3,76.0
128,2024-01-02 08:15:00,29.02,18.83,0.07,0.0,83.89,100.0,Light_Load,4044.732072591729,4.35,75.75
129,2024-01-02 08:30:00,46.19,28.66,0.0,0.0,84.97,100.0,Light_Load,6348.7079504681415,4.4,75.5
130,2024-01-02 08:45:00,52.06,35.32,0.0,0.0,82.75,100.0,Light_Load,7347.457030062234,4.45,75.25
131,2024-01-02 09:00:00,56.2,12.53,0.11,0.0,97.6,100.0,Light_Load,6371.884493090754,4.5,75.0
132,2024-01-02 09:15:00,56.84,8.32,0.0,0.0,98.95,100.0,Medium_Load,6354.384396551386,4.5,75.5
133,2024-01-02 09:30:00,51.26,4.54,0.94,0.0,99.61,99.98,Medium_Load,5702.4602292385625,4.5,76.0
134,2024-01-02 09:45:00,48.13,2.34,1.15,0.0,99.88,99.97,Medium_Load,5337.902214273585,4.5,76.5
135,2024-01-02 10:00:00,52.81,7.06,0.54,0.0,99.12,99.99,Medium_Load,5901.786419416548,4.5,77.0
136,2024-01-02 10:15:00,54.79,7.52,0.14,0.0,99.07,100.0,Maximum_Load,6119.566681515064,4.55,77.25
137,2024-01-02 10:30:00,53.21,8.35,0.11,0.0,98.79,100.0,Maximum_Load,5959.779701859198,4.6,77.5
138,2024-01-02 10:45:00,80.21,32.4,0.0,0.0,92.72,100.0,Maximum_Load,9714.699135448764,4.65,77.75
139,2024-01-02 11:00:00,77.58,25.49,0.0,0.0,95.0,100.0,Maximum_Load,9032.889431243037,4.7,78.0
140,2024-01-02 11:15:00,128.52,70.85,0.0,0.0,87.57,100.0,Maximum_Load,16810.230572988716,4.95,75.25
141,2024-01-02 11:30:00,144.47,78.48,0.0,0.0,87.87,100.0,Maximum_Load,18832.52290891802,5.2,72.5
142,2024-01-02 11:45:00,90.86,54.29,0.0,0.0,85.84,100.0,Maximum_Load,12124.00215099328,5.45,69.75
143,2024-01-02 12:00:00,123.3,66.06,0.0,0.0,88.15,100.0,Maximum_Load,16022.857929134863,5.7,67.0
144,2024-01-02 12:15:00,19.22,5.54,18.9,0.0,96.09,71.3,Medium_Load,3439.274088993804,5.68,68.0
145,2024-01-02 12:30:00,8.46,0.0,25.92,0.0,100.0,31.03,Medium_Load,3016.008234080434,5.65,69.0
146,2024-01-02 12:45:00,8.24,0.0,25.34,0.0,100.0,30.92,Medium_Load,2947.4686748106737,5.62,70.0
147,2024-01-02 13:00:00,8.03,0.0,25.49,0.0,100.0,30.05,Medium_Load,2956.1896659842705,5.6,71.0
148,2024-01-02 13:15:00,79.67,27.29,6.52,0.0,94.6,99.67,Medium_Load,9719.255213145192,5.68,70.25
149,2024-01-02 13:30:00,97.85,46.8,0.0,0.0,90.21,100.0,Medium_Load,12180.726283667364,5.75,69.5
150,2024-01-02 13:45:00,124.45,49.79,0.0,0.0,92.85,100.0,Medium_Load,15052.744363009491,5.82,68.75
151,2024-01-02 14:00:00,108.61,43.34,0.0,0.0,92.88,100.0,Medium_Load,13132.133489503258,5.9,68.0
152,2024-01-02 14:15:00,123.12,55.26,0.0,0.0,91.23,100.0,Medium_Load,15155.176045186014,5.9,67.5
153,2024-01-02 14:30:00,129.1,53.5,0.0,0.0,92.38,100.0,Medium_Load,15693.52220144987,5.9,67.0
154,2024-01-02 14:45:00,82.08,27.58,0.0,0.0,94.79,100.0,Medium_Load,9724.027624796836,5.9,66.5
155,2024-01-02 15:00:00,143.89,60.91,0.0,0.0,92.09,100.0,Medium_Load,17546.981981145873,5.9,66.0
156,2024-01-02 15:15:00,86.9,34.27,0.0,0.0,93.03,100.0,Medium_Load,10490.312557990872,5.8,66.0
157,2024-01-02 15:30:00,141.44,62.57,0.0,0.0,91.45,100.0,Medium_Load,17368.522362143103,5.7,66.0
158,2024-01-02 15:45:00,116.53,52.88,0.0,0.0,91.06,100.0,Medium_Load,14370.686294451529,5.6,66.0
159,2024-01-02 16:00:00,129.31,61.16,0.0,0.0,90.4,100.0,Medium_Load,16063.855238671476,5.5,66.0
160,2024-01-02 16:15:00,136.44,56.77,0.0,0.0,92.33,100.0,Medium_Load,16595.60968739579,5.38,66.0
161,2024-01-02 16:30:00,85.72,34.85,0.0,0.0,92.64,100.0,Medium_Load,10391.507364081544,5.25,66.0
162,2024-01-02 16:45:00,147.46,65.27,0.0,0.0,91.44,100.0,Medium_Load,18109.441209231307,5.12,66.0
163,2024-01-02 17:00:00,86.94,30.78,0.0,0.0,94.27,100.0,Medium_Load,10357.184927569846,5.0,66.0
164,2024-01-02 17:15:00,67.25,25.81,0.0,0.0,93.36,100.0,Maximum_Load,8089.279015647439,4.85,66.25
165,2024-01-02 17:30:00,115.78,50.04,0.0,0.0,91.79,100.0,Maximum_Load,14164.502770055147,4.7,66.5
166,2024-01-02 17:45:00,113.11,34.63,0.0,0.0,95.62,100.0,Maximum_Load,13084.980968369871,4.55,66.75
167,2024-01-02 18:00:00,76.75,11.74,1.04,0.0,98.85,99.99,Maximum_Load,8606.632948738492,4.4,67.0
168,2024-01-02 18:15:00,41.9,15.23,0.14,0.0,93.98,100.0,Maximum_Load,5011.961581207601,4.38,67.0
169,2024-01-02 18:30:00,37.4,19.94,0.0,0.0,88.24,100.0,Maximum_Load,4854.863806757897,4.35,67.0
170,2024-01-02 18:45:00,40.25,8.82,0.5,0.0,97.68,99.99,Maximum_Load,4570.0735926858815,4.32,67.0
171,2024-01-02 19:00:00,34.92,1.98,1.58,0.0,99.84,99.9,Maximum_Load,3882.714348789416,4.3,67.0
172,2024-01-02 19:15:00,41.36,6.44,0.43,0.0,98.81,99.99,Maximum_Load,4637.740677050898,4.15,66.5
173,2024-01-02 19:30:00,35.96,2.52,1.37,0.0,99.76,99.93,Maximum_Load,4000.9393925271816,4.0,66.0
174,2024-01-02 19:45:00,39.42,5.29,0.47,0.0,99.11,99.99,Maximum_Load,4406.766588940755,3.85,65.5
175,2024-01-02 20:00:00,38.16,4.68,0.5,0.0,99.26,99.99,Maximum_Load,4259.799888995945,3.7,65.0
176,2024-01-02 20:15:00,33.23,1.51,3.96,0.0,99.9,99.3,Medium_Load,3725.220316862766,3.65,65.5
177,2024-01-02 20:30:00,25.88,0.0,12.13,0.0,100.0,90.55,Medium_Load,3161.574634262826,3.6,66.0
178,2024-01-02 20:45:00,10.84,0.0,23.22,0.0,100.0,42.3,Medium_Load,2834.594221556646,3.55,66.5
179,2024-01-02 21:00:00,9.29,0.0,23.51,0.0,100.0,36.75,Medium_Load,2796.241258369829,3.5,67.0
180,2024-01-02 21:15:00,6.98,0.0,25.16,0.0,100.0,26.73,Medium_Load,2888.200148654016,3.42,67.25
181,2024-01-02 21:30:00,5.11,0.0,26.5,0.0,100.0,18.93,Medium_Load,2985.3115172191087,3.35,67.5
182,2024-01-02 21:45:00,5.08,0.0,26.42,0.0,100.0,18.88,Medium_Load,2975.994445317146,3.28,67.75
183,2024-01-02 22:00:00,5.04,0.0,26.46,0.0,100.0,18.71,Medium_Load,2979.5085218523664,3.2,68.0
184,2024-01-02 22:15:00,4.93,1.84,15.44,0.0,93.69,30.42,Maximum_Load,2017.9760053719667,3.12,68.5
185,2024-01-02 22:30:00,4.64,5.22,0.0,0.0,66.44,100.0,Maximum_Load,831.3762545727608,3.05,69.0
186,2024-01-02 22:45:00,4.68,5.18,0.0,0.0,67.04,100.0,Maximum_Load,831.0080208423088,2.98,69.5
187,2024-01-02 23:00:00,4.68,5.11,0.0,0.0,67.54,100.0,Maximum_Load,824.8440137207386,2.9,70.0
188,2024-01-02 23:15:00,4.57,4.54,0.0,0.0,70.94,100.0,Light_Load,766.8163344419223,2.8,69.75
189,2024-01-02 23:30:00,4.57,4.25,0.0,0.0,73.23,100.0,Light_Load,742.8905894717241,2.7,69.5
190,2024-01-02 23:45:00,4.54,4.25,0.0,0.0,73.0,100.0,Light_Load,740.2795110671377,2.6,69.25
191,2024-01-02 00:00:00,4.61,4.21,0.0,0.0,73.84,100.0,Light_Load,743.1652072281323,5.0,75.0
192,2024-01-03 00:15:00,4.61,4.61,0.0,0.0,70.71,100.0,Light_Load,776.0711601141128,2.48,69.75
193,2024-01-03 00:30:00,4.61,4.54,0.0,0.0,71.25,100.0,Light_Load,770.2016174054576,2.45,70.5
194,2024-01-03 00:45:00,4.57,4.5,0.0,0.0,71.25,100.0,Light_Load,763.4680100268745,2.42,71.25
195,2024-01-03 01:00:00,4.57,4.61,0.0,0.0,70.4,100.0,Light_Load,772.7115922993702,2.4,72.0
196,2024-01-03 01:15:00,4.64,4.46,0.0,0.0,72.1,100.0,Light_Load,766.1202819042273,2.4,71.0
197,2024-01-03 01:30:00,4.64,4.57,0.0,0.0,71.25,100.0,Light_Load,775.2518252055509,2.4,70.0
198,2024-01-03 01:45:00,4.61,4.79,0.0,0.0,69.34,100.0,Light_Load,791.3672740593415,2.4,69.0
199,2024-01-03 02:00:00,4.57,4.5,0.0,0.0,71.25,100.0,Light_Load,763.4680100268745,2.4,68.0
200,2024-01-03 02:15:00,4.61,4.39,0.0,0.0,72.42,100.0,Light_Load,757.7794900772551,2.35,68.5
201,2024-01-03 02:30:00,4.64,4.75,0.0,0.0,69.88,100.0,Light_Load,790.4347289443908,2.3,69.0
202,2024-01-03 02:45:00,4.64,4.75,0.0,0.0,69.88,100.0,Light_Load,790.4347289443908,2.25,69.5
203,2024-01-03 03:00:00,4.57,4.75,0.0,0.0,69.33,100.0,Light_Load,784.6347127317563,2.2,70.0
204,2024-01-03 03:15:00,4.64,5.11,0.0,0.0,67.22,100.0,Light_Load,821.6355968611723,2.2,70.25
205,2024-01-03 03:30:00,4.64,4.72,0.0,0.0,70.1,100.0,Light_Load,787.884097320635,2.2,70.5
206,2024-01-03 03:45:00,4.68,4.68,0.0,0.0,70.71,100.0,Light_Load,787.8553208967564,2.2,70.75
207,2024-01-03 04:00:00,4.57,4.46,0.0,0.0,71.57,100.0,Light_Load,760.1347630830115,2.2,71.0
208,2024-01-03 04:15:00,4.54,4.32,0.0,0.0,72.44,100.0,Light_Load,745.9989039989645,2.2,70.5
209,2024-01-03 04:30:00,4.61,4.46,0.0,0.0,71.87,100.0,Light_Load,763.5496701160331,2.2,70.0
210,2024-01-03 04:45:00,4.57,4.32,0.0,0.0,72.67,100.0,Light_Load,748.5900334545614,2.2,69.5
211,2024-01-03 05:00:00,4.61,4.32,0.0,0.0,72.97,100.0,Light_Load,752.0573640850398,2.2,69.0
212,2024-01-03 05:15:00,4.54,4.14,0.0,0.0,73.89,100.0,Light_Load,731.3933412094567,2.2,69.5
213,2024-01-03 05:30:00,4.57,4.21,0.0,0.0,73.55,100.0,Light_Load,739.6561934759933,2.2,70.0
214,2024-01-03 05:45:00,4.57,4.43,0.0,0.0,71.8,100.0,Light_Load,757.6448422099573,2.2,70.5
215,2024-01-03 06:00:00,4.57,4.5,0.0,0.0,71.25,100.0,Light_Load,763.4680100268745,2.2,71.0
216,2024-01-03 06:15:00,4.64,4.61,0.0,0.0,70.94,100.0,Light_Load,778.6004322960365,2.08,72.25
217,2024-01-03 06:30:00,4.57,4.36,0.0,0.0,72.35,100.0,Light_Load,751.8689233940037,1.95,73.5
218,2024-01-03 06:45:00,4.61,4.54,0.0,0.0,71.25,100.0,Light_Load,770.2016174054576,1.82,74.75
219,2024-01-03 07:00:00,4.54,4.28,0.0,0.0,72.76,100.0,Light_Load,742.7246253726343,1.7,76.0
220,2024-01-03 07:15:00,4.46,4.18,0.0,0.0,72.96,100.0,Light_Load,727.6328593250968,1.7,76.0
221,2024-01-03 07:30:00,6.12,4.25,0.0,0.0,82.14,100.0,Light_Load,870.2132654851692,1.7,76.0
222,2024-01-03 07:45:00,7.92,4.68,0.0,0.0,86.09,100.0,Light_Load,1053.7534740411254,1.7,76.0
223,2024-01-03 08:00:00,9.58,4.36,0.0,0.0,91.02,100.0,Light_Load,1182.0128484665468,1.7,76.0
