id,측정일시_x,작업유형_x,측정일시_y,작업유형_y,월,일,시간,요일,주말여부,sin_시간,cos_시간,계절,적용시점,시간대,요금단가,작업유형_encoded,작업유형_te,시간_te,요일_te,시간대_te,데이터셋,예측_전기요금
32080,2024-12-01 04:15:00,Light_Load,2024-12-01 04:15:00,Light_Load,12,1,4,6,1,0.8660254037844386,0.5000000000000001,겨울,after,경부하,117.3,0,1505.8431419740998,773.0146101296724,2121.611257775991,987.2260640566778,test,571.8448094485857
32081,2024-12-01 04:30:00,Light_Load,2024-12-01 04:30:00,Light_Load,12,1,4,6,1,0.8660254037844386,0.5000000000000001,겨울,after,경부하,117.3,0,1505.8431419740998,773.0146101296724,2121.611257775991,987.2260640566778,test,571.8447263969638
32082,2024-12-01 04:45:00,Light_Load,2024-12-01 04:45:00,Light_Load,12,1,4,6,1,0.8660254037844386,0.5000000000000001,겨울,after,경부하,117.3,0,1505.8431419740998,773.0146101296724,2121.611257775991,987.2260640566778,test,571.8447297925659
32083,2024-12-01 05:00:00,Light_Load,2024-12-01 05:00:00,Light_Load,12,1,5,6,1,0.9659258262890683,0.25881904510252074,겨울,after,경부하,117.3,0,1505.8431419740998,766.1611381916472,2121.611257775991,987.2260640566778,test,568.7722916161736
32084,2024-12-01 05:15:00,Light_Load,2024-12-01 05:15:00,Light_Load,12,1,5,6,1,0.9659258262890683,0.25881904510252074,겨울,after,경부하,117.3,0,1505.8431419740998,766.1611381916472,2121.611257775991,987.2260640566778,test,568.7719278751035
32085,2024-12-01 05:30:00,Light_Load,2024-12-01 05:30:00,Light_Load,12,1,5,6,1,0.9659258262890683,0.25881904510252074,겨울,after,경부하,117.3,0,1505.8431419740998,766.1611381916472,2121.611257775991,987.2260640566778,test,568.7717022789736
32086,2024-12-01 05:45:00,Light_Load,2024-12-01 05:45:00,Light_Load,12,1,5,6,1,0.9659258262890683,0.25881904510252074,겨울,after,경부하,117.3,0,1505.8431419740998,766.1611381916472,2121.611257775991,987.2260640566778,test,568.7716103928258
32087,2024-12-01 06:00:00,Light_Load,2024-12-01 06:00:00,Light_Load,12,1,6,6,1,1.0,6.123233995736766e-17,겨울,after,경부하,117.3,0,1505.8431419740998,763.3837746200503,2121.611257775991,987.2260640566778,test,568.7179212536415
32088,2024-12-01 06:15:00,Light_Load,2024-12-01 06:15:00,Light_Load,12,1,6,6,1,1.0,6.123233995736766e-17,겨울,after,경부하,117.3,0,1505.8431419740998,763.3837746200503,2121.611257775991,987.2260640566778,test,568.7178639475009
32089,2024-12-01 06:30:00,Light_Load,2024-12-01 06:30:00,Light_Load,12,1,6,6,1,1.0,6.123233995736766e-17,겨울,after,경부하,117.3,0,1505.8431419740998,763.3837746200503,2121.611257775991,987.2260640566778,test,568.717800805693
32090,2024-12-01 06:45:00,Light_Load,2024-12-01 06:45:00,Light_Load,12,1,6,6,1,1.0,6.123233995736766e-17,겨울,after,경부하,117.3,0,1505.8431419740998,763.3837746200503,2121.611257775991,987.2260640566778,test,568.7178181729963
32091,2024-12-01 07:00:00,Light_Load,2024-12-01 07:00:00,Light_Load,12,1,7,6,1,0.9659258262890683,-0.25881904510252063,겨울,after,경부하,117.3,0,1505.8431419740998,779.2893928061312,2121.611257775991,987.2260640566778,test,567.8126198340284
32092,2024-12-01 07:15:00,Light_Load,2024-12-01 07:15:00,Light_Load,12,1,7,6,1,0.9659258262890683,-0.25881904510252063,겨울,after,경부하,117.3,0,1505.8431419740998,779.2893928061312,2121.611257775991,987.2260640566778,test,567.8124452613371
32093,2024-12-01 07:30:00,Light_Load,2024-12-01 07:30:00,Light_Load,12,1,7,6,1,0.9659258262890683,-0.25881904510252063,겨울,after,경부하,117.3,0,1505.8431419740998,779.2893928061312,2121.611257775991,987.2260640566778,test,567.8122754886823
32094,2024-12-01 07:45:00,Light_Load,2024-12-01 07:45:00,Light_Load,12,1,7,6,1,0.9659258262890683,-0.25881904510252063,겨울,after,경부하,117.3,0,1505.8431419740998,779.2893928061312,2121.611257775991,987.2260640566778,test,567.8122626047658
32095,2024-12-01 08:00:00,Light_Load,2024-12-01 08:00:00,Light_Load,12,1,8,6,1,0.8660254037844387,-0.4999999999999998,겨울,after,중간부하,163.4,0,1505.8431419740998,5288.066334491242,2121.611257775991,4871.609199828049,test,2701.102245025751
32096,2024-12-01 08:15:00,Light_Load,2024-12-01 08:15:00,Light_Load,12,1,8,6,1,0.8660254037844387,-0.4999999999999998,겨울,after,중간부하,163.4,0,1505.8431419740998,5288.066334491242,2121.611257775991,4871.609199828049,test,2701.1292297192335
32097,2024-12-01 08:30:00,Light_Load,2024-12-01 08:30:00,Light_Load,12,1,8,6,1,0.8660254037844387,-0.4999999999999998,겨울,after,중간부하,163.4,0,1505.8431419740998,5288.066334491242,2121.611257775991,4871.609199828049,test,2701.1593286194325
32098,2024-12-01 08:45:00,Light_Load,2024-12-01 08:45:00,Light_Load,12,1,8,6,1,0.8660254037844387,-0.4999999999999998,겨울,after,중간부하,163.4,0,1505.8431419740998,5288.066334491242,2121.611257775991,4871.609199828049,test,2701.1629314519882
32099,2024-12-01 09:00:00,Light_Load,2024-12-01 09:00:00,Light_Load,12,1,9,6,1,0.7071067811865476,-0.7071067811865475,겨울,after,최대부하,210.3,0,1505.8431419740998,6919.764799042215,2121.611257775991,6153.997466279546,test,3271.3223382284295
32100,2024-12-01 09:15:00,Medium_Load,2024-12-01 09:15:00,Medium_Load,12,1,9,6,1,0.7071067811865476,-0.7071067811865475,겨울,after,최대부하,210.3,2,4791.160761214071,6919.764799042215,2121.611257775991,6153.997466279546,test,5301.478848016331
32101,2024-12-01 09:30:00,Medium_Load,2024-12-01 09:30:00,Medium_Load,12,1,9,6,1,0.7071067811865476,-0.7071067811865475,겨울,after,최대부하,210.3,2,4791.160761214071,6919.764799042215,2121.611257775991,6153.997466279546,test,5301.502398735353
32102,2024-12-01 09:45:00,Medium_Load,2024-12-01 09:45:00,Medium_Load,12,1,9,6,1,0.7071067811865476,-0.7071067811865475,겨울,after,최대부하,210.3,2,4791.160761214071,6919.764799042215,2121.611257775991,6153.997466279546,test,5301.510375550458
32103,2024-12-01 10:00:00,Medium_Load,2024-12-01 10:00:00,Medium_Load,12,1,10,6,1,0.49999999999999994,-0.8660254037844387,겨울,after,최대부하,210.3,2,4791.160761214071,6573.013174642711,2121.611257775991,6153.997466279546,test,5498.4441842040815
32104,2024-12-01 10:15:00,Maximum_Load,2024-12-01 10:15:00,Maximum_Load,12,1,10,6,1,0.49999999999999994,-0.8660254037844387,겨울,after,최대부하,210.3,1,6957.00157862785,6573.013174642711,2121.611257775991,6153.997466279546,test,5916.547353796059
32105,2024-12-01 10:30:00,Maximum_Load,2024-12-01 10:30:00,Maximum_Load,12,1,10,6,1,0.49999999999999994,-0.8660254037844387,겨울,after,최대부하,210.3,1,6957.00157862785,6573.013174642711,2121.611257775991,6153.997466279546,test,5916.562349616879
32106,2024-12-01 10:45:00,Maximum_Load,2024-12-01 10:45:00,Maximum_Load,12,1,10,6,1,0.49999999999999994,-0.8660254037844387,겨울,after,최대부하,210.3,1,6957.00157862785,6573.013174642711,2121.611257775991,6153.997466279546,test,5916.5671407574355
32107,2024-12-01 11:00:00,Maximum_Load,2024-12-01 11:00:00,Maximum_Load,12,1,11,6,1,0.258819045102521,-0.9659258262890682,겨울,after,최대부하,210.3,1,6957.00157862785,7040.782248897771,2121.611257775991,6153.997466279546,test,6065.76049541021
32108,2024-12-01 11:15:00,Maximum_Load,2024-12-01 11:15:00,Maximum_Load,12,1,11,6,1,0.258819045102521,-0.9659258262890682,겨울,after,최대부하,210.3,1,6957.00157862785,7040.782248897771,2121.611257775991,6153.997466279546,test,6065.761638806111
32109,2024-12-01 11:30:00,Maximum_Load,2024-12-01 11:30:00,Maximum_Load,12,1,11,6,1,0.258819045102521,-0.9659258262890682,겨울,after,최대부하,210.3,1,6957.00157862785,7040.782248897771,2121.611257775991,6153.997466279546,test,6065.759468407279
32110,2024-12-01 11:45:00,Maximum_Load,2024-12-01 11:45:00,Maximum_Load,12,1,11,6,1,0.258819045102521,-0.9659258262890682,겨울,after,최대부하,210.3,1,6957.00157862785,7040.782248897771,2121.611257775991,6153.997466279546,test,6065.756690190083
32111,2024-12-01 12:00:00,Maximum_Load,2024-12-01 12:00:00,Maximum_Load,12,1,12,6,1,1.2246467991473532e-16,-1.0,겨울,after,중간부하,163.4,1,6957.00157862785,3159.3903590825666,2121.611257775991,4871.609199828049,test,4372.073030585698
32112,2024-12-01 12:15:00,Medium_Load,2024-12-01 12:15:00,Medium_Load,12,1,12,6,1,1.2246467991473532e-16,-1.0,겨울,after,중간부하,163.4,2,4791.160761214071,3159.3903590825666,2121.611257775991,4871.609199828049,test,1498.090380230872
32113,2024-12-01 12:30:00,Medium_Load,2024-12-01 12:30:00,Medium_Load,12,1,12,6,1,1.2246467991473532e-16,-1.0,겨울,after,중간부하,163.4,2,4791.160761214071,3159.3903590825666,2121.611257775991,4871.609199828049,test,1498.0607637892942
32114,2024-12-01 12:45:00,Medium_Load,2024-12-01 12:45:00,Medium_Load,12,1,12,6,1,1.2246467991473532e-16,-1.0,겨울,after,중간부하,163.4,2,4791.160761214071,3159.3903590825666,2121.611257775991,4871.609199828049,test,1498.0612795892637
32115,2024-12-01 13:00:00,Medium_Load,2024-12-01 13:00:00,Medium_Load,12,1,13,6,1,-0.2588190451025208,-0.9659258262890683,겨울,after,중간부하,163.4,2,4791.160761214071,5007.406800178987,2121.611257775991,4871.609199828049,test,3851.7282067758724
32116,2024-12-01 13:15:00,Medium_Load,2024-12-01 13:15:00,Medium_Load,12,1,13,6,1,-0.2588190451025208,-0.9659258262890683,겨울,after,중간부하,163.4,2,4791.160761214071,5007.406800178987,2121.611257775991,4871.609199828049,test,3851.753986213146
32117,2024-12-01 13:30:00,Medium_Load,2024-12-01 13:30:00,Medium_Load,12,1,13,6,1,-0.2588190451025208,-0.9659258262890683,겨울,after,중간부하,163.4,2,4791.160761214071,5007.406800178987,2121.611257775991,4871.609199828049,test,3851.7688322027907
32118,2024-12-01 13:45:00,Medium_Load,2024-12-01 13:45:00,Medium_Load,12,1,13,6,1,-0.2588190451025208,-0.9659258262890683,겨울,after,중간부하,163.4,2,4791.160761214071,5007.406800178987,2121.611257775991,4871.609199828049,test,3851.7740797286615
32119,2024-12-01 14:00:00,Medium_Load,2024-12-01 14:00:00,Medium_Load,12,1,14,6,1,-0.4999999999999997,-0.8660254037844388,겨울,after,중간부하,163.4,2,4791.160761214071,6607.577385774627,2121.611257775991,4871.609199828049,test,5495.975810908415
32120,2024-12-01 14:15:00,Medium_Load,2024-12-01 14:15:00,Medium_Load,12,1,14,6,1,-0.4999999999999997,-0.8660254037844388,겨울,after,중간부하,163.4,2,4791.160761214071,6607.577385774627,2121.611257775991,4871.609199828049,test,5495.98987744812
32121,2024-12-01 14:30:00,Medium_Load,2024-12-01 14:30:00,Medium_Load,12,1,14,6,1,-0.4999999999999997,-0.8660254037844388,겨울,after,중간부하,163.4,2,4791.160761214071,6607.577385774627,2121.611257775991,4871.609199828049,test,5495.991907239594
32122,2024-12-01 14:45:00,Medium_Load,2024-12-01 14:45:00,Medium_Load,12,1,14,6,1,-0.4999999999999997,-0.8660254037844388,겨울,after,중간부하,163.4,2,4791.160761214071,6607.577385774627,2121.611257775991,4871.609199828049,test,5495.98706954036
32123,2024-12-01 15:00:00,Medium_Load,2024-12-01 15:00:00,Medium_Load,12,1,15,6,1,-0.7071067811865471,-0.7071067811865479,겨울,after,중간부하,163.4,2,4791.160761214071,6510.901309343526,2121.611257775991,4871.609199828049,test,4900.99531260283
32124,2024-12-01 15:15:00,Medium_Load,2024-12-01 15:15:00,Medium_Load,12,1,15,6,1,-0.7071067811865471,-0.7071067811865479,겨울,after,중간부하,163.4,2,4791.160761214071,6510.901309343526,2121.611257775991,4871.609199828049,test,4900.988344328118
32125,2024-12-01 15:30:00,Medium_Load,2024-12-01 15:30:00,Medium_Load,12,1,15,6,1,-0.7071067811865471,-0.7071067811865479,겨울,after,중간부하,163.4,2,4791.160761214071,6510.901309343526,2121.611257775991,4871.609199828049,test,4900.982950443042
32126,2024-12-01 15:45:00,Medium_Load,2024-12-01 15:45:00,Medium_Load,12,1,15,6,1,-0.7071067811865471,-0.7071067811865479,겨울,after,중간부하,163.4,2,4791.160761214071,6510.901309343526,2121.611257775991,4871.609199828049,test,4900.978893102718
32127,2024-12-01 16:00:00,Medium_Load,2024-12-01 16:00:00,Medium_Load,12,1,16,6,1,-0.8660254037844385,-0.5000000000000004,겨울,after,최대부하,210.3,2,4791.160761214071,6552.986463913302,2121.611257775991,6153.997466279546,test,5147.304448932842
32128,2024-12-01 16:15:00,Medium_Load,2024-12-01 16:15:00,Medium_Load,12,1,16,6,1,-0.8660254037844385,-0.5000000000000004,겨울,after,최대부하,210.3,2,4791.160761214071,6552.986463913302,2121.611257775991,6153.997466279546,test,5147.317862026826
32129,2024-12-01 16:30:00,Medium_Load,2024-12-01 16:30:00,Medium_Load,12,1,16,6,1,-0.8660254037844385,-0.5000000000000004,겨울,after,최대부하,210.3,2,4791.160761214071,6552.986463913302,2121.611257775991,6153.997466279546,test,5147.3181508783855
32130,2024-12-01 16:45:00,Medium_Load,2024-12-01 16:45:00,Medium_Load,12,1,16,6,1,-0.8660254037844385,-0.5000000000000004,겨울,after,최대부하,210.3,2,4791.160761214071,6552.986463913302,2121.611257775991,6153.997466279546,test,5147.315724745826
32131,2024-12-01 17:00:00,Medium_Load,2024-12-01 17:00:00,Medium_Load,12,1,17,6,1,-0.9659258262890683,-0.25881904510252063,겨울,after,최대부하,210.3,2,4791.160761214071,5340.340406459588,2121.611257775991,6153.997466279546,test,2351.107450570628
32132,2024-12-01 17:15:00,Maximum_Load,2024-12-01 17:15:00,Maximum_Load,12,1,17,6,1,-0.9659258262890683,-0.25881904510252063,겨울,after,최대부하,210.3,1,6957.00157862785,5340.340406459588,2121.611257775991,6153.997466279546,test,2132.26119943732
32133,2024-12-01 17:30:00,Maximum_Load,2024-12-01 17:30:00,Maximum_Load,12,1,17,6,1,-0.9659258262890683,-0.25881904510252063,겨울,after,최대부하,210.3,1,6957.00157862785,5340.340406459588,2121.611257775991,6153.997466279546,test,2132.2754647138117
32134,2024-12-01 17:45:00,Maximum_Load,2024-12-01 17:45:00,Maximum_Load,12,1,17,6,1,-0.9659258262890683,-0.25881904510252063,겨울,after,최대부하,210.3,1,6957.00157862785,5340.340406459588,2121.611257775991,6153.997466279546,test,2132.284169495344
32135,2024-12-01 18:00:00,Maximum_Load,2024-12-01 18:00:00,Maximum_Load,12,1,18,6,1,-1.0,-1.8369701987210297e-16,겨울,after,최대부하,210.3,1,6957.00157862785,4251.064265305103,2121.611257775991,6153.997466279546,test,1461.6046033785742
32136,2024-12-01 18:15:00,Maximum_Load,2024-12-01 18:15:00,Maximum_Load,12,1,18,6,1,-1.0,-1.8369701987210297e-16,겨울,after,최대부하,210.3,1,6957.00157862785,4251.064265305103,2121.611257775991,6153.997466279546,test,1461.5946224019926
32137,2024-12-01 18:30:00,Maximum_Load,2024-12-01 18:30:00,Maximum_Load,12,1,18,6,1,-1.0,-1.8369701987210297e-16,겨울,after,최대부하,210.3,1,6957.00157862785,4251.064265305103,2121.611257775991,6153.997466279546,test,1461.591496034066
32138,2024-12-01 18:45:00,Maximum_Load,2024-12-01 18:45:00,Maximum_Load,12,1,18,6,1,-1.0,-1.8369701987210297e-16,겨울,after,최대부하,210.3,1,6957.00157862785,4251.064265305103,2121.611257775991,6153.997466279546,test,1461.5923414365452
32139,2024-12-01 19:00:00,Maximum_Load,2024-12-01 19:00:00,Maximum_Load,12,1,19,6,1,-0.9659258262890684,0.2588190451025203,겨울,after,중간부하,163.4,1,6957.00157862785,5032.578106260747,2121.611257775991,4871.609199828049,test,1949.8323638865495
32140,2024-12-01 19:15:00,Maximum_Load,2024-12-01 19:15:00,Maximum_Load,12,1,19,6,1,-0.9659258262890684,0.2588190451025203,겨울,after,중간부하,163.4,1,6957.00157862785,5032.578106260747,2121.611257775991,4871.609199828049,test,1949.8317011201525
32141,2024-12-01 19:30:00,Maximum_Load,2024-12-01 19:30:00,Maximum_Load,12,1,19,6,1,-0.9659258262890684,0.2588190451025203,겨울,after,중간부하,163.4,1,6957.00157862785,5032.578106260747,2121.611257775991,4871.609199828049,test,1949.8363111594463
32142,2024-12-01 19:45:00,Maximum_Load,2024-12-01 19:45:00,Maximum_Load,12,1,19,6,1,-0.9659258262890684,0.2588190451025203,겨울,after,중간부하,163.4,1,6957.00157862785,5032.578106260747,2121.611257775991,4871.609199828049,test,1949.8388583862925
32143,2024-12-01 20:00:00,Maximum_Load,2024-12-01 20:00:00,Maximum_Load,12,1,20,6,1,-0.8660254037844386,0.5000000000000001,겨울,after,중간부하,163.4,1,6957.00157862785,4914.265356653252,2121.611257775991,4871.609199828049,test,2031.6505591196624
32144,2024-12-01 20:15:00,Medium_Load,2024-12-01 20:15:00,Medium_Load,12,1,20,6,1,-0.8660254037844386,0.5000000000000001,겨울,after,중간부하,163.4,2,4791.160761214071,4914.265356653252,2121.611257775991,4871.609199828049,test,2233.280787321308
32145,2024-12-01 20:30:00,Medium_Load,2024-12-01 20:30:00,Medium_Load,12,1,20,6,1,-0.8660254037844386,0.5000000000000001,겨울,after,중간부하,163.4,2,4791.160761214071,4914.265356653252,2121.611257775991,4871.609199828049,test,2233.261901172378
32146,2024-12-01 20:45:00,Medium_Load,2024-12-01 20:45:00,Medium_Load,12,1,20,6,1,-0.8660254037844386,0.5000000000000001,겨울,after,중간부하,163.4,2,4791.160761214071,4914.265356653252,2121.611257775991,4871.609199828049,test,2233.2524297782566
32147,2024-12-01 21:00:00,Medium_Load,2024-12-01 21:00:00,Medium_Load,12,1,21,6,1,-0.7071067811865477,0.7071067811865474,겨울,after,중간부하,163.4,2,4791.160761214071,2698.7213862560347,2121.611257775991,4871.609199828049,test,1548.2556861537678
32148,2024-12-01 21:15:00,Medium_Load,2024-12-01 21:15:00,Medium_Load,12,1,21,6,1,-0.7071067811865477,0.7071067811865474,겨울,after,중간부하,163.4,2,4791.160761214071,2698.7213862560347,2121.611257775991,4871.609199828049,test,1548.2330884049816
32149,2024-12-01 21:30:00,Medium_Load,2024-12-01 21:30:00,Medium_Load,12,1,21,6,1,-0.7071067811865477,0.7071067811865474,겨울,after,중간부하,163.4,2,4791.160761214071,2698.7213862560347,2121.611257775991,4871.609199828049,test,1548.2260573628528
32150,2024-12-01 21:45:00,Medium_Load,2024-12-01 21:45:00,Medium_Load,12,1,21,6,1,-0.7071067811865477,0.7071067811865474,겨울,after,중간부하,163.4,2,4791.160761214071,2698.7213862560347,2121.611257775991,4871.609199828049,test,1548.2261930863542
32151,2024-12-01 22:00:00,Medium_Load,2024-12-01 22:00:00,Medium_Load,12,1,22,6,1,-0.5000000000000004,0.8660254037844384,겨울,after,경부하,117.3,2,4791.160761214071,1691.3774673780863,2121.611257775991,987.2260640566778,test,1093.4873116557212
32152,2024-12-01 22:15:00,Maximum_Load,2024-12-01 22:15:00,Maximum_Load,12,1,22,6,1,-0.5000000000000004,0.8660254037844384,겨울,after,경부하,117.3,1,6957.00157862785,1691.3774673780863,2121.611257775991,987.2260640566778,test,658.6109937396582
32153,2024-12-01 22:30:00,Maximum_Load,2024-12-01 22:30:00,Maximum_Load,12,1,22,6,1,-0.5000000000000004,0.8660254037844384,겨울,after,경부하,117.3,1,6957.00157862785,1691.3774673780863,2121.611257775991,987.2260640566778,test,658.6125876945193
32154,2024-12-01 22:45:00,Maximum_Load,2024-12-01 22:45:00,Maximum_Load,12,1,22,6,1,-0.5000000000000004,0.8660254037844384,겨울,after,경부하,117.3,1,6957.00157862785,1691.3774673780863,2121.611257775991,987.2260640566778,test,658.6136651527818
32155,2024-12-01 23:00:00,Maximum_Load,2024-12-01 23:00:00,Maximum_Load,12,1,23,6,1,-0.25881904510252157,0.9659258262890681,겨울,after,경부하,117.3,1,6957.00157862785,1265.6187644963036,2121.611257775991,987.2260640566778,test,665.7622307531662
32156,2024-12-01 23:15:00,Light_Load,2024-12-01 23:15:00,Light_Load,12,1,23,6,1,-0.25881904510252157,0.9659258262890681,겨울,after,경부하,117.3,0,1505.8431419740998,1265.6187644963036,2121.611257775991,987.2260640566778,test,695.8235842804473
32157,2024-12-01 23:30:00,Light_Load,2024-12-01 23:30:00,Light_Load,12,1,23,6,1,-0.25881904510252157,0.9659258262890681,겨울,after,경부하,117.3,0,1505.8431419740998,1265.6187644963036,2121.611257775991,987.2260640566778,test,695.8181810188156
32158,2024-12-01 23:45:00,Light_Load,2024-12-01 23:45:00,Light_Load,12,1,23,6,1,-0.25881904510252157,0.9659258262890681,겨울,after,경부하,117.3,0,1505.8431419740998,1265.6187644963036,2121.611257775991,987.2260640566778,test,695.8170744380963
32159,2024-12-01 00:00:00,Light_Load,2024-12-01 00:00:00,Light_Load,12,1,0,6,1,0.0,1.0,겨울,after,경부하,117.3,0,1505.8431419740998,1257.6890080097212,2121.611257775991,987.2260640566778,test,726.190640522877
32160,2024-12-02 00:15:00,Light_Load,2024-12-02 00:15:00,Light_Load,12,2,0,0,0,0.0,1.0,겨울,after,경부하,117.3,0,1505.8431419740998,1257.6890080097212,2175.095388472037,987.2260640566778,test,603.136132961349
32161,2024-12-02 00:30:00,Light_Load,2024-12-02 00:30:00,Light_Load,12,2,0,0,0,0.0,1.0,겨울,after,경부하,117.3,0,1505.8431419740998,1257.6890080097212,2175.095388472037,987.2260640566778,test,603.1381706765158
32162,2024-12-02 00:45:00,Light_Load,2024-12-02 00:45:00,Light_Load,12,2,0,0,0,0.0,1.0,겨울,after,경부하,117.3,0,1505.8431419740998,1257.6890080097212,2175.095388472037,987.2260640566778,test,603.1389808433366
32163,2024-12-02 01:00:00,Light_Load,2024-12-02 01:00:00,Light_Load,12,2,1,0,0,0.25881904510252074,0.9659258262890683,겨울,after,경부하,117.3,0,1505.8431419740998,1013.7311900553835,2175.095388472037,987.2260640566778,test,524.9051586449871
32164,2024-12-02 01:15:00,Light_Load,2024-12-02 01:15:00,Light_Load,12,2,1,0,0,0.25881904510252074,0.9659258262890683,겨울,after,경부하,117.3,0,1505.8431419740998,1013.7311900553835,2175.095388472037,987.2260640566778,test,524.9055691011974
32165,2024-12-02 01:30:00,Light_Load,2024-12-02 01:30:00,Light_Load,12,2,1,0,0,0.25881904510252074,0.9659258262890683,겨울,after,경부하,117.3,0,1505.8431419740998,1013.7311900553835,2175.095388472037,987.2260640566778,test,524.9062923365066
32166,2024-12-02 01:45:00,Light_Load,2024-12-02 01:45:00,Light_Load,12,2,1,0,0,0.25881904510252074,0.9659258262890683,겨울,after,경부하,117.3,0,1505.8431419740998,1013.7311900553835,2175.095388472037,987.2260640566778,test,524.9070024234036
32167,2024-12-02 02:00:00,Light_Load,2024-12-02 02:00:00,Light_Load,12,2,2,0,0,0.49999999999999994,0.8660254037844387,겨울,after,경부하,117.3,0,1505.8431419740998,784.2551826870547,2175.095388472037,987.2260640566778,test,487.15471662545974
32168,2024-12-02 02:15:00,Light_Load,2024-12-02 02:15:00,Light_Load,12,2,2,0,0,0.49999999999999994,0.8660254037844387,겨울,after,경부하,117.3,0,1505.8431419740998,784.2551826870547,2175.095388472037,987.2260640566778,test,487.1546450905728
